storeCode,storeName,address,latitude,longitude,distance,startTime,endTime,openYn,holidayYn,openYmd,salesCloseYmd,searchKeywords,storeImageUrl,smartReturnYn,salesStoreYn,remainQuantity,o2oRemainQuantity,pickupYn,payOperDt,statusCode,promotionYn,newOpenYn,oyHotPlaceYn,popupYn,clickCnt,businessPlaceShapeTypeCode,promotionInfo,couponInfo,skinScanYn,oliveBetterFlag
DDEC,명동점,서울특별시 중구 명동8길 14,37.5630515651421,126.984516197889,0.13,1000,2230,False,False,20230818,,,DDEC_1.jpg,True,False,0,0,False,,E,False,False,False,False,72,DA,,,False,False
DD6F,명동타임워크점,"서울특별시 중구 남대문로 78 타임워크명동 108호, 109호",37.5641849908728,126.983004582977,0.19,0930,2230,False,False,20221030,,,DD6F_1.jpg,True,False,0,0,False,,E,False,False,False,False,80,DA,,,False,False
DCC1,명동중앙점,서울특별시 중구 명동8나길 18 인송빌딩 1층 (충무로1가 22-4),37.5615670147305,126.98400288242,0.3,1000,2230,False,False,20210625,,,DCC1_1.jpg,True,False,0,0,False,,E,False,False,False,False,48,DA,,,False,False
DE93,명동역점,서울특별시 중구 퇴계로 115 밀리오레 1층,37.56105243357,126.984514234793,0.34,1030,2230,False,False,20240823,,,DE93_2024102971353051.jpg,True,False,0,0,False,,E,False,False,False,False,93,DA,,,False,False
D316,명동대로점,서울특별시 중구 퇴계로 120 1층,37.5606563,126.9850729,0.38,1000,2230,False,False,20150130,,,D316_202502520942011.png,True,False,0,0,True,,E,False,False,False,False,25,DA,,,False,False
D092,종각점,서울특별시 종로구 종로 61 1층,37.5704788,126.9841474,0.72,0900,2230,False,False,20100930,,,D092_1.jpg,True,False,0,0,True,,E,False,False,False,False,36,DA,,,False,False
DDC0,무교동점,서울특별시 중구 무교로 24 1층,37.5681041235107,126.979477972441,0.67,0800,2230,False,False,20230517,,,DDC0_1.jpg,True,False,0,0,False,,E,False,False,False,False,27,DA,,,False,False
DE03,종로점,서울특별시 종로구 종로 78 미려빌딩 1층 일부,37.5698795927378,126.986041334865,0.65,0900,2230,False,False,20230927,,,DE03_1.jpg,True,False,0,0,True,,E,False,False,False,False,44,DA,,,False,False
D138,종로YBM점,서울특별시 종로구 종로 104,37.569987,126.9887953,0.73,0800,2230,False,False,20120723,,,D138_2024113091329311.png,True,False,0,0,True,,E,False,False,False,False,26,DA,,,False,False
D033,시청역점,서울특별시 중구 세종대로16길 1 1층,37.5635794,126.9771326,0.71,0900,2230,False,False,20060614,,,D033_2025051271024011.png,True,False,0,0,False,,E,False,False,False,False,35,DA,,,False,False
DF9A,스타필드애비뉴그랑서울점,서울특별시 종로구 종로 33 스타필드애비뉴그랑서울             타워1 상업시설 B1층 B135호,37.5709617749066,126.981437983842,0.83,0800,2100,False,False,20251028,,,DF9A_2025103011628381.jpg,True,False,0,0,True,,E,False,False,False,False,23,DA,,,False,False
DF3B,덕수궁점,서울특별시 중구 세종대로 91,37.5645596033775,126.976563357262,0.76,0800,2230,False,False,20251113,,,DF3B_2025113171426341.jpeg,True,False,0,0,False,,E,False,False,False,False,17,DA,,,False,False
D171,종로1가점,서울특별시 종로구 종로 19 르미에르종로타운 1층,37.5704955,126.9798116,0.85,0800,2230,False,False,20121123,,,D171_1.jpg,True,False,0,0,False,,E,False,False,False,False,47,DA,,,False,False
D031,충무로역점,서울특별시 중구 퇴계로 222 구인빌딩 1층,37.5615367,126.9963685,1.03,0830,2200,False,False,20060526,,,D031_1.jpg,True,False,0,0,True,,E,False,False,False,False,22,DA,,,False,False
DFCF,올리브베러 광화문점,서울특별시 종로구 종로3길 17 D타워,37.5709958592808,126.978914477333,0.95,0800,2230,False,False,20260130,,올리브베러,DFCF_202601291134001.jpg,True,False,0,0,False,,E,False,False,False,False,79,DC,,,False,True
D094,세종로점,서울특별시 종로구 세종대로 161 1층,37.5707262,126.9762765,1.08,0800,2230,False,False,20101105,,,D094_1.jpg,True,False,0,0,False,,E,False,False,False,False,47,DA,,,False,False
DD1D,서울역점,서울특별시 중구 한강대로 405,37.556305,126.972153,1.44,0800,2200,False,False,20220325,,,DD1D_1.jpg,True,False,0,0,True,,E,False,False,False,False,50,DA,,,False,False
D107,제일제당센터점,서울특별시 중구 동호로 330 지하1층,37.5638758,127.0032711,1.6,0800,2100,False,False,20110610,,,D107_1.jpg,True,False,0,0,True,,E,False,False,False,False,17,DA,,,False,False
DDAA,플러스점,서울특별시 용산구 한강대로 372 KDB생명타워 B114~B115,37.5516794257654,126.972905059299,1.75,0800,2000,False,False,20230329,,,DDAA_1.jpg,True,False,0,0,True,,E,False,False,False,False,29,DA,,,False,False
DB67,트윈시티점,"서울특별시 용산구 한강대로 366 B1 109,110호",37.55108621021494,126.9729124035517,1.81,1000,2200,False,False,20171031,,,DB67_2024102852220331.jpg,True,False,0,0,True,,E,False,False,False,False,29,DA,,,False,False
DE02,경복궁역점,"서울특별시 종로구 자하문로 9 1,2층",37.5769157929272,126.972141061212,1.83,0900,2230,False,False,20240901,,,DE02_2024102851909081.jpg,True,False,0,0,False,,E,False,False,False,False,28,DA,,,False,False
D193,홍대대학로점,서울특별시 종로구 대학로 57 홍익대대학로캠퍼스 내 1층,37.5764834,127.0014454,1.99,1000,2200,False,False,20130228,,,D193_1.jpg,True,False,0,0,True,,E,False,False,False,False,33,E1,,,False,False
D295,동대문역사문화공원역점,서울특별시 중구 장충단로 251 1층,37.5672491,127.0080871,2.05,1000,2330,True,False,20140929,,,D295_2025041131051421.jpeg,True,False,0,0,True,,O,False,False,False,False,43,DA,,,False,False
DCC9,두타점,서울특별시 중구 장충단로 275 두산타워빌딩 지하 2층,37.5688849422849,127.008775114213,2.15,1030,0000,True,False,20210430,,,DCC9_202602592348091.jpg,True,False,0,0,True,,O,False,False,False,False,121,DA,,,True,False
DD48,대학로점,서울특별시 종로구 창경궁로 237 1~3층,37.5830695255938,126.998526731117,2.42,1000,2230,False,False,20220811,,,DD48_1.jpg,True,False,0,0,True,,E,False,False,False,False,45,DA,,,False,False
D181,혜화역점,서울특별시 종로구 대학로 122 흥사단회관 1층,37.5822383,127.0022389,2.52,1000,2230,False,False,20121218,,,D181_1.jpg,True,False,0,0,True,,E,False,False,False,False,25,DA,,,False,False
D383,대학로중앙점,서울특별시 종로구 대학로 144 1층,37.584031,127.0022037,2.68,1000,2300,True,False,20150831,,,D383_1.jpg,True,False,0,0,True,,O,False,False,False,False,41,DA,,,False,False
DB6D,아현역점,서울특별시 서대문구 신촌로35길 10 103호,37.5585455,126.9559633,2.65,1000,2230,False,False,20171122,,,DB6D_1.jpg,True,False,0,0,True,,E,False,False,False,False,17,DA,,,False,False
D544,신당역점,서울특별시 중구 다산로 258,37.5660144,127.0166837,2.79,0900,2230,False,False,20160729,,,D544_1.jpg,True,False,0,0,True,,E,False,False,False,False,14,DA,,,False,False
DDCA,신금호역점,서울특별시 성동구 무수막길 95,37.5542288938715,127.01981723778,3.24,1000,2230,False,False,20230528,,신금호역점,DDCA_1.jpg,True,False,0,0,True,,E,False,False,False,False,13,E1,,,False,False
D403,이태원입구점,서울특별시 용산구 이태원로 145,37.5345047,126.9899529,3.32,1100,2200,False,False,20151022,,,D403_1.jpg,True,False,0,0,True,,E,False,False,False,False,14,DA,,,False,False
DD5E,이태원중앙점,서울특별시 용산구 이태원로 179 해밀톤쇼핑센터 1층,37.5348143960679,126.993735204809,3.34,1100,2230,False,False,20220929,,,DD5E_1.jpg,True,False,0,0,True,,E,False,False,False,False,12,DA,,,False,False
DF08,한성대입구역점,서울특별시 성북구 삼선교로 12 1층,37.5875911326329,127.007142383963,3.25,1000,2200,False,False,20250114,,,DF08_202501240923211.png,True,False,0,0,True,,E,False,False,False,False,22,DA,,,False,False
DB41,황학사거리점,서울특별시 성동구 왕십리로 410 센트라스 1층 158호,37.5672763,127.0236633,3.41,1000,2300,True,False,20170915,,황학사거리,DB41_1.jpg,True,False,0,0,True,,O,False,False,False,False,12,E1,,,False,False
D222,공덕역점,서울특별시 마포구 백범로 199 메트로디오빌 1층,37.5435623,126.9528951,3.65,1000,2230,False,False,20130521,,,D222_1.jpg,True,False,0,0,True,,E,False,False,False,False,21,DA,,,False,False
DA62,신설동역점,서울특별시 동대문구 왕산로 4 1층,37.575645,127.0241084,3.66,0900,2230,False,False,20161209,,,DA62_1.jpg,True,False,0,0,True,,E,False,False,False,False,20,DA,,,False,False
D448,금호점,서울특별시 성동구 독서당로 302 1층,37.5475563,127.0226409,3.78,1000,2230,False,False,20160122,,금호점,D448_1.jpg,True,False,0,0,True,,E,False,False,False,False,19,DA,,,False,False
DAAB,상왕십리역점,서울특별시 성동구 왕십리로 382,37.5651258,127.0279921,3.78,1000,2230,False,False,20170215,,상왕십리역점,DAAB_1.jpg,True,False,0,0,True,,E,False,False,False,False,14,DA,,,False,False
DA49,순천향입구점,서울특별시 용산구 대사관로 71,37.5334153,127.0060003,3.87,0900,2230,False,False,20170106,,,DA49_1.jpg,True,False,0,0,True,,E,False,False,False,False,9,DA,,,False,False
DB16,한남오거리점,서울특별시 용산구 독서당로 65-1,37.533869,127.0077676,3.91,0900,2230,False,False,20170627,,,DB16_1.jpg,True,False,0,0,True,,E,False,False,False,False,12,DA,,,False,False
D052,신촌대로점,서울특별시 서대문구 신촌로 121 1층,37.5562447,126.9392834,4.14,1000,2230,False,False,20080630,,,D052_1.jpg,True,False,0,0,True,,E,False,False,False,False,51,DA,,,False,False
D259,신촌명물거리점,서울특별시 서대문구 명물길 54,37.5588768,126.9393933,4.08,1000,2300,True,False,20130826,,,D259_1.jpg,True,False,0,0,True,,O,False,False,False,False,36,DA,,,False,False
D018,돈암점,서울특별시 성북구 동소문로22길 39,37.5913563,127.0183211,4.21,1000,2300,True,False,20040716,,,D018_1.jpg,True,False,0,0,True,,O,False,False,False,False,59,DA,,,False,False
BA46,마포역점,서울특별시 마포구 마포대로 53 마포트라팰리스상가 115호,37.5414289,126.9470577,4.2,0900,2330,True,False,20171201,,,BA46_1.jpg,True,False,0,0,True,,O,False,False,False,False,28,B1,,,False,False
DF28,용산아이파크몰점,서울특별시 용산구 한강대로23길 55 HDC 아이파크몰 패션파크 4F,37.5297718014466,126.964741503521,4.22,1030,2200,False,False,20250219,,,DF28_202502501518081.png,True,False,0,0,True,,E,False,False,False,False,39,DA,,,True,False
D147,신촌연세점,서울특별시 서대문구 연세로 37 1층,37.5589065,126.9366878,4.31,1000,2300,True,False,20120910,,,D147_1.jpg,True,False,0,0,True,,O,False,False,False,False,54,DA,,,False,False
DB68,성신여대입구역점,서울특별시 성북구 아리랑로 9,37.5937505,127.0159944,4.27,1000,2200,False,False,20171109,,,DB68_1.jpg,True,False,0,0,True,,E,False,False,False,False,45,DA,,,False,False
DB96,신용산역점,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산) 101호,102호",37.528778,126.9664218,4.26,0900,2230,False,False,20180126,,,DB96_1.jpg,True,False,0,0,True,,E,False,False,False,False,27,DA,,,False,False
DE26,신촌중앙점,서울특별시 서대문구 신촌로 93 광신빌딩 1층,37.5556893522809,126.936567828148,4.39,1000,2300,True,False,20240216,,,DE26_1.jpg,True,False,0,0,True,,O,False,False,False,False,57,DA,,,False,False
D164,돈암중앙점,서울특별시 성북구 동소문로 118 1층,37.5933555,127.0181816,4.36,0900,2300,True,False,20121031,,,D164_202502410920151.png,True,False,0,0,True,,O,False,False,False,False,39,DA,,,False,False
DAD2,신촌로터리점,서울특별시 마포구 서강로 133 1층,37.5543692,126.935239,4.53,1000,2230,False,False,20170331,,,DAD2_1.jpg,True,False,0,0,True,,E,False,False,False,False,35,DA,,,False,False
DF1E,안암점,서울특별시 성북구 고려대로24길 44 1층,37.5842070912736,127.029321247727,4.49,1000,2300,True,False,20250628,,,DF1E_2025071831620161.png,True,False,0,0,True,,O,False,False,False,False,58,DA,,,False,False
DD2D,왕십리역사점,서울특별시 성동구 왕십리광장로 17 2층,37.5614417528647,127.038394194396,4.7,1000,2300,True,False,20220530,,왕십리역사점,DD2D_1.jpg,True,False,0,0,True,,O,False,False,False,False,81,DA,,,False,False
DA5F,동부이촌점,서울특별시 용산구 이촌로75길 16,37.5205941,126.9744269,4.93,0930,2230,False,False,20161130,,,DA5F_1.jpg,True,False,0,0,True,,E,False,False,False,False,9,DA,,,False,False
DA57,창천점,서울특별시 서대문구 신촌로 17,37.5581975,126.9290127,4.99,1000,2300,True,False,20161223,,,DA57_1.jpg,True,False,0,0,True,,O,False,False,False,False,13,DA,,,False,False
DE39,정릉점,서울특별시 성북구 보국문로 33,37.6073770418433,127.010124841427,5.29,1000,2200,False,False,20240112,,,DE39_1.jpg,True,False,0,0,True,,E,False,False,False,False,22,DA,,,False,False
DE3C,올리브영 홍대 타운,서울특별시 마포구 홍익로6길 57 올리브영 홍대 타운,37.5566180233646,126.924351712061,5.43,1000,2230,False,False,20240426,,,DE3C_202603620909041.jpg,True,False,0,0,True,,E,False,False,True,True,109,DA,,,False,False
DA48,동교동점,서울특별시 마포구 동교로 207,37.5584965,126.9232474,5.49,1000,2230,False,False,20170106,,,DA48_1.jpg,True,False,0,0,True,,E,False,False,False,False,31,DA,,,False,False
DBF1,길음역점,서울특별시 성북구 정릉로 376 BR빌딩 지하  2층,37.6020532,127.0253266,5.51,1000,2230,False,False,20180808,,,DBF1_2024102881325201.png,True,False,0,0,True,,E,False,False,False,False,10,E1,,,False,False
DEBD,청량리중앙점,서울특별시 동대문구 왕산로 194 1~2층,37.5797834314373,127.044714285764,5.53,1000,2230,False,False,20241216,,청량리중앙점,DEBD_2024123511107033.png,True,False,0,0,True,,E,False,False,False,False,25,DA,,,False,False
D173,홍대정문점,서울특별시 마포구 홍익로 4 1층,37.5532428,126.9241604,5.51,0900,2230,False,False,20121126,,,D173_202502510921111.png,True,False,0,0,True,,E,False,False,False,False,36,DA,,,False,False
D203,홍대입구역점,서울특별시 마포구 양화로 156 엘지팰리스 1층,37.5561379,126.9234737,5.51,1000,2300,True,False,20130612,,,D203_2025041131601211.png,True,False,0,0,True,,O,False,False,False,False,77,DA,,,False,False
DE55,뚝섬역점,서울특별시 성동구 아차산로 6,37.5476939315842,127.04512444582,5.59,0900,2230,False,False,20240322,,,DE55_1.jpg,True,False,0,0,True,,E,False,False,False,False,39,DA,,,False,False
DE5A,길음점,서울특별시 성북구 길음로 11 롯데캐슬 상가 160~162호,37.603785604914,127.023437392228,5.55,1000,2200,False,False,20240524,,,DE5A_1.jpg,True,False,0,0,True,,E,False,False,False,False,29,DA,,,False,False
D322,상수역점,서울특별시 마포구 와우산로 49 상수아뜨리에 1층,37.5490229,126.9228403,5.74,0900,2230,False,False,20150227,,,D322_1.jpg,True,False,0,0,True,,E,False,False,False,False,11,DA,,,False,False
DD0F,명지대점,서울특별시 서대문구 거북골로 34 명지대학교 인문캠퍼스 교육문화복합시설 1층MCC관,37.579453,126.92343,5.7,1000,2230,False,False,20220228,,,DD0F_1.jpg,True,False,0,0,True,,E,False,False,False,False,21,DA,,,False,False
DE90,트렌드팟 바이 올리브영홍대,서울특별시 마포구 와우산로21길 37,37.5522793172045,126.921797356875,5.74,1200,2100,False,False,20241201,,"트렌드팟, 홍대, 트렌드팟홍대, 홍대팝업, 팝업",DE90_202602592352091.jpg,False,False,0,0,False,,E,False,False,False,True,6,DB,,,False,False
DC69,서울숲역점,서울특별시 성동구 왕십리로 50 (성수동1가 656-335 1층),37.541868946889146,127.04495335562443,5.82,1000,2230,False,False,20191122,,,DC69_202501061022481.png,True,False,0,0,True,,E,False,False,False,False,15,DA,,,False,False
DBA7,종암점,서울특별시 성북구 종암로 123 우영타워 102호,37.6010488,127.0331479,5.9,1000,2200,False,False,20180322,,,DBA7_1.jpg,True,False,0,0,True,,E,False,False,False,False,18,DA,,,False,False
DCD7,가재울뉴타운점,서울특별시 서대문구 거북골로 100 래미안루센티아 상가동 1층 29~31호,37.5757183902937,126.918235566311,6.04,1000,2230,False,False,20210716,,,DCD7_1.jpg,True,False,0,0,True,,E,False,False,False,False,12,E1,,,False,False
DB3D,올리브영 가로수길 타운,서울특별시 강남구 도산대로 133,37.5179333,127.0230516,6.12,0900,2300,True,False,20171130,,,DB3D_1.jpg,True,False,0,0,True,,O,False,False,False,False,29,DA,,,True,False
D001,신사점,서울특별시 강남구 도산대로 116 논현빌딩 1층,37.5165782,127.0215513,6.18,0900,2230,False,False,19991106,,,D001_1.jpg,True,False,0,0,True,,E,False,False,False,False,37,DA,,,False,False
DCC6,답십리역점,서울특별시 동대문구 고미술로 81 1층 103호,37.5656007690319,127.055751666603,6.22,1000,2230,False,False,20210423,,답십리역점,DCC6_1.jpg,True,False,0,0,True,,E,False,False,False,False,31,DA,,,False,False
D405,성수역점,서울특별시 성동구 아차산로 91,37.5452922,127.0544809,6.46,0830,2230,False,False,20151023,,,D405_2024102921458201.jpg,True,False,0,0,True,,E,False,False,False,False,52,DA,,,False,False
DE25,올리브영N 성수,서울특별시 성동구 연무장7길 13 팩토리얼 성수,37.5442085730523,127.053984411341,6.46,1000,2200,False,False,20241122,,,DE25_2025082231033425.png,True,False,0,0,True,,E,False,False,True,True,136,DA,,,True,False
DBA3,강남엔터식스점,"서울특별시 서초구 신반포로 지하 188 엔터식스 강남점 26, 27호",37.505658,127.004958,6.73,1030,2200,False,False,20180302,,,DBA3_1.jpg,True,False,0,0,True,,E,False,False,False,False,45,DA,,,False,False
D008,경희대점,서울특별시 동대문구 경희대로 2,37.5918253,127.0526024,6.69,1000,2230,False,False,20030618,,경희대점 ,D008_1.jpg,True,False,0,0,True,,E,False,False,False,False,45,DA,,,False,False
DE5E,서여의도점,서울특별시 영등포구 국회대로74길 19 동우국제빌딩 1층,37.5298235476574,126.921970484355,6.75,0900,2200,False,False,20240403,,,DE5E_1.jpg,True,False,0,0,True,,E,False,False,False,False,22,DA,,,False,False
DE80,성수연방점,서울특별시 성동구 성수이로14길 14,37.5414076146252,127.056908279292,6.81,1000,2130,False,False,20240829,,,DE80_2024102921450261.jpg,True,False,0,0,True,,E,False,False,False,False,30,DA,,,False,False
D030,여의도역점,서울특별시 영등포구 여의나루로 61 한영회계법인빌딩 1층,37.5232277,126.9259938,6.92,0800,2230,False,False,20060417,,,D030_1.jpg,True,False,0,0,True,,E,False,False,False,False,31,DA,,,False,False
DB92,북가좌동점,서울특별시 서대문구 거북골로 191,37.5779244,126.9093753,6.86,1000,2230,False,False,20180629,,,DB92_1.jpg,True,False,0,0,True,,E,False,False,False,False,20,E1,,,False,False
DBE8,회기중앙점,서울특별시 동대문구 이문로 30 올리브영,37.5901333,127.0563937,6.91,1000,2300,True,False,20181221,,회기중앙점,DBE8_1.jpg,True,False,0,0,True,,O,False,False,False,False,59,DA,,,False,False
DCCA,동여의도점,서울특별시 영등포구 의사당대로1길 25,37.5200631564146,126.929844969015,6.91,0800,2200,False,False,20210510,,,DCCA_1.jpg,True,False,0,0,True,,E,False,False,False,False,20,DA,,,False,False
DF70,여의도IFC점,서울특별시 영등포구 국제금융로 10,37.5251775245426,126.924876706777,6.85,1000,2200,False,False,20250801,,,DF70_2025082311604351.png,True,False,0,0,True,,E,False,False,False,False,81,DA,,,True,False
DA89,장한평역점,서울특별시 동대문구 장한로 3,37.5621321,127.06458,7.0,0930,2230,False,False,20170109,,장한평역점,DA89_1.jpg,True,False,0,0,True,,E,False,False,False,False,16,DA,,,False,False
B060,강남구청역점,서울특별시 강남구 선릉로 703 1층,37.5177449,127.0407782,7.11,0800,2230,False,False,20120330,,,B060_1.jpg,False,False,0,0,False,,E,False,False,False,False,33,B1,,,False,False
DE71,강남논현점,서울특별시 강남구 강남대로118길 11,37.5066350368622,127.024544768324,7.27,1000,2300,True,False,20240508,,,DE71_1.jpg,True,False,0,0,True,,O,False,False,False,False,38,DA,,,False,False
DF87,신논현점,서울특별시 서초구 강남대로 483,37.5053254283579,127.023648945463,7.36,0900,2230,False,False,20250916,,"신논현역, 2번 출구, 서비스 최강, 빠른쇼핑 가능, 즉시 환급",DF87_2025092591447151.jpg,True,False,0,0,True,,E,False,False,False,False,19,DA,,,False,False
B205,외대정문점,서울특별시 동대문구 이문로 107,37.5982966771548,127.057942413722,7.46,0930,2230,False,False,20160201,,,B205_1.jpg,False,False,0,0,False,,E,False,False,False,False,51,B1,,,False,False
DE9D,장안동사거리점,서울특별시 동대문구 답십리로 268 해림빌딩 1층,37.572251805454,127.070154714719,7.54,1000,2230,False,False,20240825,,장안동사거리,DE9D_2024102851142561.jpg,True,False,0,0,True,,E,False,False,False,False,37,DA,,,False,False
DF42,신논현역점,서울특별시 강남구 강남대로 470,37.5043293460531,127.025061202164,7.52,0900,2230,False,False,20250821,,"SCO(셀프계산대), 주차지원불가",DF42_2025082331318481.png,True,False,0,0,True,,E,False,False,False,False,45,DA,,,True,False
DDF5,건대커먼그라운드점,서울특별시 광진구 아차산로 200 커먼그라운드,37.5410566332301,127.065669226745,7.54,1100,2200,False,False,20230714,,,DDF5_2025113211613131.jpg,True,False,0,0,True,,E,False,False,True,False,21,DA,,,False,False
DDC9,어린이대공원역점,"서울특별시 광진구 광나루로 388 1,2층",37.5474420832764,127.072775695441,7.94,1000,2230,False,False,20230506,,,DDC9_1.jpg,True,False,0,0,True,,E,False,False,False,False,35,DA,,,False,False
DAEA,올리브영 강남 타운,서울특별시 서초구 강남대로 429 동일빌딩 1~3층,37.50079,127.025762,7.9,1000,2230,False,False,20170930,,,DAEA_1.jpg,True,False,0,0,True,,E,False,False,False,False,119,DA,,,False,False
DADA,자양역점,서울특별시 광진구 능동로 7,37.5323439,127.0667786,8.01,1000,2230,False,False,20170421,,,DADA_1.jpg,True,False,0,0,True,,E,False,False,False,False,19,E1,,,False,False
DDF4,올리브영 건대 타운,"서울특별시 광진구 아차산로 244 1,2층",37.5397305477366,127.070200722719,7.97,1000,2300,True,False,20231124,,,DDF4_1.jpg,True,False,0,0,True,,O,False,False,False,False,75,DA,,,False,False
DEDB,당산대로점,서울특별시 영등포구 양평로 58,37.5350648932852,126.900670131531,8.12,1000,2300,True,False,20250613,,,DEDB_2025061641713281.png,True,False,0,0,True,,O,False,False,False,False,21,DA,,,False,False
DD61,역삼점,서울특별시 강남구 테헤란로 111 대건빌딩 1층,37.4988815245932,127.029281745491,8.23,0830,2300,True,False,20230120,,,DD61_1.jpg,True,False,0,0,True,,O,False,False,False,False,42,DA,,,False,False
DD82,장위뉴타운점,서울특별시 성북구 돌곶이로40길 46 꿈의숲아이파크 717동,37.617713,127.048326,8.16,1000,2200,False,False,20230120,,,DD82_1.jpg,True,False,0,0,True,,E,False,False,False,False,9,E1,,,False,False
DF26,올리브영 센트럴 강남 타운,서울특별시 서초구 강남대로 403 지하1층~지상4층,37.4984575559368,127.026815711545,8.17,1000,2230,False,False,20250702,,,DF26_2025071981520571.png,True,False,0,0,True,,E,False,False,False,False,183,DA,,,True,False
DA21,서초대로점,서울특별시 서초구 서초대로 314 정보통신공제조합회관,37.4940948,127.0158619,8.24,0800,2230,False,False,20161028,,,DA21_1.jpg,True,False,0,0,True,,E,False,False,False,False,61,DA,,,False,False
D041,스타시티점,서울특별시 광진구 아차산로 272 스타시티가 1층,37.5385582736952,127.072996184863,8.25,1030,2230,False,False,20070424,,,D041_1.jpg,True,False,0,0,True,,E,False,False,False,False,28,DA,,,False,False
DD30,군자역점,"서울특별시 광진구 천호대로 548 1층, 2층",37.5568272074713,127.07899226716,8.31,1000,2300,True,False,20220527,,,DD30_1.jpg,True,False,0,0,True,,O,False,False,False,False,36,DA,,,False,False
DF09,역삼중앙점,서울특별시 강남구 테헤란로 151,37.5009805027604,127.036135772428,8.33,0800,2200,False,False,20250214,,,DF09_202502441739311.png,True,False,0,0,True,,E,False,False,False,False,58,DA,,,False,False
B086,중랑점,서울특별시 중랑구 망우로32길 6,37.5935986,127.0762919,8.67,1000,2230,False,False,20120827,,,B086_1.jpg,True,False,0,0,True,,E,False,False,False,False,22,B1,,,False,False
DE54,영등포역점,서울특별시 영등포구 영중로 6,37.5169636928472,126.906654619916,8.68,1000,2300,True,False,20240511,,,DE54_2024102942051551.png,True,False,0,0,True,,O,False,False,False,False,24,DA,,,False,False
DD27,중곡역점,서울특별시 광진구 능동로 400,37.5650580830652,127.08445683899,8.75,0900,2200,False,False,20220331,,,DD27_1.jpg,True,False,0,0,True,,E,False,False,False,False,12,DA,,,False,False
D072,타임스퀘어아트리움점,서울특별시 영등포구 영중로 15 타임스퀘어 3층 315호,37.5170727,126.9033221,8.91,1030,2200,False,False,20090916,,,D072_1.jpg,True,False,0,0,True,,E,False,False,False,False,25,DA,,,False,False
D321,코엑스몰점,서울특별시 강남구 테헤란로87길 22,37.5096492,127.05933,8.91,1000,2200,False,False,20150227,,,D321_1.jpg,True,False,0,0,True,,E,False,False,False,False,37,DA,,,False,False
DF40,선릉점,서울특별시 강남구 테헤란로 424 1층 일부,37.5054927426089,127.053467711791,8.87,0800,2230,False,False,20250310,,,DF40_202503691114501.png,True,False,0,0,True,,E,False,False,False,False,30,DA,,,False,False
DCDE,파르나스몰점,서울특별시 강남구 테헤란로 521 지하1층 파르나스몰 R-37,37.509715,127.06127,9.03,1000,2200,False,False,20211014,,,DCDE_1.jpg,True,False,0,0,True,,E,False,False,False,False,21,DA,,,False,False
DC7D,강남우성점,서울특별시 강남구 강남대로 320 황화빌딩 1층 일부,37.4918533105983,127.03104820955,8.99,0800,2230,False,False,20200429,,,DC7D_2024113181028301.png,True,False,0,0,True,,E,False,False,False,False,22,DA,,,True,False
DE9F,올리브영 파르나스삼성 타운,"서울특별시 강남구 테헤란로 521 파르나스몰 지하1층 R6, 7호",37.50908,127.0609,9.06,1000,2200,False,False,20241108,,,DE9F_2024113191647221.png,True,False,0,0,True,,E,False,False,False,False,74,DA,,,True,False
D324,사가정역점,서울특별시 중랑구 면목로 310 극장빌딩 1층,37.5798051,127.0880895,9.24,1000,2230,False,False,20150227,,,D324_2024113251706521.png,True,False,0,0,True,,E,False,False,False,False,31,DA,,,False,False
DC74,방배점,서울특별시 서초구 방배로 83 (방배동 909-6),37.4818646316946,126.997007580557,9.2,1000,2230,False,False,20200807,,,DC74_2025092441451331.png,True,False,0,0,True,,E,False,False,False,False,24,DA,,,False,False
DA90,중화역점,서울특별시 중랑구 동일로 802 1층,37.602093,127.0797342,9.34,1000,2230,False,False,20170426,,,DA90_1.jpg,True,False,0,0,True,,E,False,False,False,False,14,DA,,,False,False
BAC6,구의역점,서울특별시 광진구 아차산로 378,37.5365395861807,127.084729138015,9.3,1000,2230,False,False,20251101,,,BAC6_2025113082311441.png,True,False,0,0,True,,E,False,False,False,False,18,B1,,,False,False
D404,아차산역점,서울특별시 광진구 천호대로 671,37.5513328,127.090541,9.4,1000,2230,False,False,20151031,,,D404_1.jpg,True,False,0,0,True,,E,False,False,False,False,26,DA,,,False,False
DE5B,상봉역점,서울특별시 중랑구 망우로 307 리베로빌딩 1층,37.5969380081251,127.086471773354,9.64,1000,2230,False,False,20240416,,,DE5B_1.jpg,True,False,0,0,True,,E,False,False,False,False,25,DA,,,False,False
D335,염창역점,서울특별시 강서구 공항대로 637 1층,37.5472289,126.8757931,9.82,1000,2300,True,False,20150410,,,D335_1.jpg,True,False,0,0,True,,O,False,False,False,False,12,DA,,,False,False
DEB2,먹골역점,서울특별시 중랑구 공릉로2길 7 1~2층,37.612235427568,127.07826300452,9.79,1000,2230,False,False,20240901,,,DEB2_2024102921206381.jpeg,True,False,0,0,True,,E,False,False,False,False,17,DA,,,False,False
DD15,양재역점,서울특별시 서초구 남부순환로 지하 2585 신분당선 양재역,37.4839347328908,127.034544193436,9.92,0900,2200,False,False,20220215,,,DD15_1.jpg,True,False,0,0,True,,E,False,False,False,False,27,DA,,,False,False
